z_m,O2_M,Fe2_M,Fe3_M,SO4_M,H_M,pH
1.6834171,5.150552e-10,0.00057169376,7.3195115e-05,0.006332802,0.0084542055,2.0729272
1.7085427,4.0918527e-10,0.00056903646,7.3163006e-05,0.0063277013,0.008451478,2.0730674
1.7336683,3.2542008e-10,0.00056637725,7.313091e-05,0.006322593,0.008448754,2.0732074
1.758794,2.5907276e-10,0.0005637163,7.309885e-05,0.0063174814,0.008446035,2.073347
1.7839196,2.0646305e-10,0.00056105346,7.3066825e-05,0.006312362,0.008443322,2.0734866
1.8090452,1.6470256e-10,0.00055838935,7.3034826e-05,0.006307242,0.008440615,2.073626
1.8341708,1.3151968e-10,0.0005557237,7.300287e-05,0.0063021174,0.008437917,2.0737648
1.8592964,1.0512484e-10,0.0005530568,7.297095e-05,0.00629699,0.008435226,2.0739033
1.8844222,8.410819e-11,0.00055038853,7.2939074e-05,0.006291862,0.008432543,2.0740414
1.9095478,6.735679e-11,0.00054771977,7.2907256e-05,0.0062867342,0.008429873,2.074179
1.9346734,5.399171e-11,0.00054505,7.2875475e-05,0.006281604,0.008427211,2.074316
1.959799,4.3318214e-11,0.00054237986,7.284374e-05,0.0062764757,0.008424561,2.0744526
1.9849247,3.4785654e-11,0.0005397098,7.281207e-05,0.006271348,0.008421925,2.0745885
2.0100503,2.7958316e-11,0.0005370395,7.278044e-05,0.006266222,0.008419299,2.0747242
2.0351758,2.249045e-11,0.0005343699,7.274889e-05,0.0062610954,0.008416686,2.074859
2.0603015,1.8107042e-11,0.0005317006,7.271737e-05,0.0062559736,0.008414089,2.074993
2.085427,1.4590131e-11,0.00052903243,7.268591e-05,0.0062508523,0.008411503,2.0751264
2.1105528,1.1765761e-11,0.00052636524,7.265449e-05,0.0062457365,0.008408932,2.0752592
2.1356783,9.495677e-12,0.0005236994,7.262314e-05,0.0062406217,0.008406375,2.0753913
2.160804,7.669532e-12,0.0005210352,7.2591836e-05,0.006235512,0.008403835,2.0755224
2.1859298,6.1992932e-12,0.00051837275,7.2560586e-05,0.0062304037,0.008401308,2.075653
2.2110553,5.014617e-12,0.00051571213,7.252937e-05,0.0062252986,0.008398796,2.075783
2.236181,4.059268e-12,0.0005130534,7.249821e-05,0.006220197,0.008396298,2.0759122
2.2613065,3.2882679e-12,0.00051039754,7.24671e-05,0.0062150997,0.008393816,2.0760405
2.2864323,2.6655538e-12,0.0005077437,7.243602e-05,0.006210004,0.008391348,2.0761683
2.3115578,2.1622357e-12,0.0005050929,7.2404975e-05,0.006204915,0.0083888965,2.0762951
2.3366835,1.7551208e-12,0.0005024445,7.237397e-05,0.0061998246,0.008386456,2.0764215
2.361809,1.4255884e-12,0.00049979927,7.234301e-05,0.006194743,0.008384031,2.0765471
2.3869348,1.1586579e-12,0.0004971571,7.2312076e-05,0.006189664,0.008381621,2.076672
2.4120603,9.422916e-13,0.0004945174,7.228117e-05,0.0061845807,0.008379221,2.0767963
2.437186,7.6679727e-13,0.0004918813,7.2250274e-05,0.006179502,0.008376837,2.07692
2.4623115,6.2435945e-13,0.00048924837,7.2219416e-05,0.0061744293,0.0083744675,2.0770428
2.4874372,5.086758e-13,0.00048661846,7.218857e-05,0.0061693597,0.008372105,2.0771654
2.5125628,4.1466505e-13,0.00048399184,7.215773e-05,0.006164285,0.008369755,2.0772872
2.5376885,3.3821893e-13,0.00048136848,7.212692e-05,0.006159214,0.008367418,2.0774086
2.562814,2.7601988e-13,0.00047874855,7.209609e-05,0.0061541437,0.008365091,2.0775294
2.5879397,2.253828e-13,0.0004761318,7.206527e-05,0.0061490783,0.008362774,2.0776496
2.6130652,1.8413655e-13,0.00047351813,7.203446e-05,0.006144009,0.008360465,2.0777695
2.638191,1.5051999e-13,0.00047090772,7.200363e-05,0.006138939,0.008358165,2.077889
2.6633165,1.2310704e-13,0.0004683008,7.19728e-05,0.0061338698,0.008355873,2.0780082
2.6884422,1.0074231e-13,0.0004656965,7.194194e-05,0.0061287964,0.008353586,2.0781271
2.7135677,8.248622e-14,0.00046309584,7.191109e-05,0.006123726,0.00835131,2.0782454
